tweet_id,timestamp,source,rating_numerator,rating_denominator,name,dog_stage,jpg_url,dog_type,confidence_level,retweet_count,favorite_count
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,13,10,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,6683,36689
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,4556,22367
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,12,10,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,16439,68152
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,13,10,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,6096,28514
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,5100,24765
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,14,10,None,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,5856,27478
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,3128,20771
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,12,10,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,3586,22349
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,10407,46860
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,3825,22986
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,6949,37914
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,13,10,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.4667779999999999,4122,24445
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,5134,28903
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,6342,28382
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,12118,45880
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,13,10,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063,5203,29900
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,12,10,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,3533,24773
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,11099,51522
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,14,10,a,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,16570,50199
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,12,10,None,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,3989,21734
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,6546,29075
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,12,10,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,4436,27640
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,11,10,None,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,4533,28150
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,3642,22667
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,12,10,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,3323,23822
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,13,10,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,45849,107956
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,12,10,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,0.0334961,3261,17099
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,2812,19317
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,4319,19763
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,1349,7913
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,7181,42876
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,17300,71144
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,3994,23258
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,13,10,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,5414,27907
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,5880,27755
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,3506,21125
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,2511,19163
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,4903,28490
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,13,10,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,4497,25773
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,13,10,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,5081,22185
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,12,10,None,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999,4922,26022
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,12,10,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,4875,28439
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,4308,26651
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,12,10,None,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001,4125,23134
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,11007,35501
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537,4143,24837
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,1667,7467
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,12,10,None,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,5669,28031
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,3884,15029
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,13,10,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,3911,21309
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,12,10,None,None,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,9429,41606
872261713294495745,2017-06-07 01:19:32+00:00,Twitter for iPhone,13,10,Harry,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,0.972019,6649,35085
872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,12,10,Kody,None,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,0.0667363,8549,35324
871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,13,10,Lassie,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,11918,39090
871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,12,10,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,3678,20787
871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,12,10,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,3628,20730
871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,13,10,Boomer,None,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.398053,3999,23255
870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,13,10,Cody,None,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495,2817,12819
870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,13,10,Zoey,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,0.841001,27680,85011
870308999962521604,2017-06-01 16:00:09+00:00,Twitter for iPhone,13,10,Rumble,None,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,0.6227520000000001,4384,22453
869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,13,10,Dewey,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148,10663,43710
869702957897576449,2017-05-30 23:51:58+00:00,Twitter for iPhone,13,10,Stanley,None,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.993449,6728,29116
869596645499047938,2017-05-30 16:49:31+00:00,Twitter for iPhone,12,10,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.955156,3327,16476
869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,13,10,Gizmo,None,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181,4023,21112
868880397819494401,2017-05-28 17:23:24+00:00,Twitter for iPhone,14,10,Walter,None,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French_bulldog,0.0999839,12518,55098
868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,0.868107,6275,28295
868552278524837888,2017-05-27 19:39:34+00:00,Twitter for iPhone,12,10,Cooper,None,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151,2240,10539
867900495410671616,2017-05-26 00:29:37+00:00,Twitter for iPhone,12,10,None,None,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador_retriever,0.522644,4439,24964
867774946302451713,2017-05-25 16:10:44+00:00,Twitter for iPhone,13,10,Harold,None,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,0.661953,7788,35179
867421006826221569,2017-05-24 16:44:18+00:00,Twitter for iPhone,12,10,Shikha,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999,2697,16755
867051520902168576,2017-05-23 16:16:06+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.4714029999999999,8425,33420
866686824827068416,2017-05-22 16:06:55+00:00,Twitter for iPhone,12,10,Lili,None,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated_retriever,0.51473,3727,20070
866450705531457537,2017-05-22 00:28:40+00:00,Twitter for iPhone,13,10,Jamesy,pupper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.905334,32883,106827
866334964761202691,2017-05-21 16:48:45+00:00,Twitter for iPhone,12,10,Coco,None,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.984086,15546,54720
865718153858494464,2017-05-19 23:57:46+00:00,Twitter for iPhone,13,10,Boomer,None,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden_retriever,0.673664,6008,26640
865359393868664832,2017-05-19 00:12:11+00:00,Twitter for iPhone,13,10,Sammy,None,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake_Bay_retriever,0.832435,5384,27530
865006731092295680,2017-05-18 00:50:50+00:00,Twitter for iPhone,13,10,Nelly,None,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882,8209,29063
864279568663928832,2017-05-16 00:41:21+00:00,Twitter for iPhone,12,10,Meatball,None,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull_mastiff,0.668613,3266,15195
864197398364647424,2017-05-15 19:14:50+00:00,Twitter for iPhone,13,10,Paisley,None,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden_retriever,0.945905,9616,31459
863553081350529029,2017-05-14 00:34:33+00:00,Twitter for iPhone,13,10,Neptune,None,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo_dog,0.41333,4489,15935
863432100342583297,2017-05-13 16:33:49+00:00,Twitter for iPhone,12,10,Belle,None,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire_bullterrier,0.690517,5664,24829
863079547188785154,2017-05-12 17:12:53+00:00,Twitter for iPhone,14,10,None,None,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,Lakeland_terrier,0.275242,1195,9094
863062471531167744,2017-05-12 16:05:02+00:00,Twitter for iPhone,13,10,Quinn,None,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French_bulldog,0.935804,2687,8945
862831371563274240,2017-05-12 00:46:44+00:00,Twitter for iPhone,13,10,Zooey,None,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian_terrier,0.207281,5457,20011
862722525377298433,2017-05-11 17:34:13+00:00,Twitter for iPhone,11,10,Dave,None,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,basset,0.39333,3809,17779
862096992088072192,2017-05-10 00:08:34+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,0.677589,21840,66437
861383897657036800,2017-05-08 00:54:59+00:00,Twitter for iPhone,13,10,Hobbes,None,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.771008,11528,37744
861288531465048066,2017-05-07 18:36:02+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,Bouvier_des_Flandres,0.0826102,4479,18032
861005113778896900,2017-05-06 23:49:50+00:00,Twitter for iPhone,12,10,Burt,None,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,German_shepherd,0.507951,4119,17538
860563773140209665,2017-05-05 18:36:06+00:00,Twitter for iPhone,13,10,Lorenzo,None,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,Cardigan,0.583936,2334,7878
860524505164394496,2017-05-05 16:00:04+00:00,Twitter for iPhone,13,10,Carl,None,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Bedlington_terrier,0.286558,5698,24678
859924526012018688,2017-05-04 00:15:58+00:00,Twitter for iPhone,12,10,Milky,None,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,French_bulldog,0.254587,4349,20021
859851578198683649,2017-05-03 19:26:06+00:00,Twitter for iPhone,13,10,Trooper,None,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,Labrador_retriever,0.899086,3780,16105
859607811541651456,2017-05-03 03:17:27+00:00,Twitter for iPhone,13,10,None,puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden_retriever,0.8955290000000001,1704,19476
859196978902773760,2017-05-02 00:04:57+00:00,Twitter for iPhone,12,10,quite,None,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,malamute,0.216163,25661,75193
858843525470990336,2017-05-01 00:40:27+00:00,Twitter for iPhone,13,10,None,doggo,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,golden_retriever,0.57812,3771,16304
858471635011153920,2017-04-30 00:02:42+00:00,Twitter for iPhone,13,10,Sophie,None,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,0.987407,5271,22640
858107933456039936,2017-04-28 23:57:28+00:00,Twitter for iPhone,12,10,Wyatt,None,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,golden_retriever,0.863874,3154,16524
857989990357356544,2017-04-28 16:08:49+00:00,Twitter for iPhone,12,10,Rosie,None,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,French_bulldog,0.43258,2812,16952
857746408056729600,2017-04-28 00:00:54+00:00,Twitter for iPhone,13,10,Thor,None,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Labrador_retriever,0.919832,11524,36021
857393404942143489,2017-04-27 00:38:11+00:00,Twitter for iPhone,13,10,None,None,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,malamute,0.8415969999999999,1785,6236
857263160327368704,2017-04-26 16:00:39+00:00,Twitter for iPhone,13,10,Oscar,None,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,Samoyed,0.998021,4934,21041
857029823797047296,2017-04-26 00:33:27+00:00,Twitter for iPhone,12,10,Zeke,None,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,golden_retriever,0.968623,4364,19910
856543823941562368,2017-04-24 16:22:16+00:00,Twitter for iPhone,12,10,Callie,None,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,Boston_bull,0.30691,3131,17135
856526610513747968,2017-04-24 15:13:52+00:00,Twitter for iPhone,14,10,None,None,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,Old_English_sheepdog,0.798481,2068,12446
856282028240666624,2017-04-23 23:01:59+00:00,Twitter for iPhone,14,10,Cermet,None,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,Chihuahua,0.8765430000000001,6841,29086
855851453814013952,2017-04-22 18:31:02+00:00,Twitter for iPhone,13,10,None,doggopuppo,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,flat-coated_retriever,0.321676,19196,47844
855459453768019968,2017-04-21 16:33:22+00:00,Twitter for iPhone,12,10,quite,None,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,Blenheim_spaniel,0.389513,8987,31657
854732716440526848,2017-04-19 16:25:34+00:00,Twitter for iPhone,12,10,Marlee,None,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,Pembroke,0.6955479999999999,6690,24188
854482394044301312,2017-04-18 23:50:52+00:00,Twitter for iPhone,13,10,Arya,None,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,Chihuahua,0.260242,7608,31131
854365224396361728,2017-04-18 16:05:17+00:00,Twitter for iPhone,13,10,Einstein,None,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,Pembroke,0.90708,5159,20046
854120357044912130,2017-04-17 23:52:16+00:00,Twitter for iPhone,14,10,None,pupper,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,black-and-tan_coonhound,0.8548610000000001,8285,33911
854010172552949760,2017-04-17 16:34:26+00:00,Twitter for iPhone,11,10,None,doggofloofer,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,English_springer,0.3547329999999999,3433,17169
